tconst,Discrepancy_Log,first_us_theatrical_date,Last_US_Theatrical_Date,first_theatrical_date_anywhere,Last_Theatrical_Date,first_intl_theatrical_date,Last_International_Theatrical_date,primaryTitle,first_festival_date,Last_Festival_Date,first_us_festival_date,Last_US_festival_date,first_intl_festival_date,Last_International_festival_date,first_digital_date_anywhere,Last_Digital_Date,first_us_digital_date,Last_US_Digital_date,first_intl_digital_date,Last_International_Digital_date,First_Physical_Release,Last_Physical_Release_Anywhere,First_US_Physical_Release,Last_US_Physical_Release,First_International_Physical_Release,Last_International_Physical_Release,titleType,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,has_festival_aka,releaseinfo_url,match_flag,match_score,release_year_01,year_mismatch,year_diff,domestic,worldwide,distributor,opening,international,n_release_events,n_countries,has_major_festival,big_three_premiere,market_velocity_90d,gap_us_to_nonus_days,theatrical_span_days,digital_before_theatrical,digital_to_theatrical_span,release_month,first_us_release_date_any_type,last_us_release_date_any_type,US_release_only,International_release_only,US_festival_theatrical_gap,US_theatrical_digital_gap,International_theatrical_US_gap,Master_Release_1,Master_Release_2,Master_Release_3,Master_Release_4,Master_Release_5,Master_Release_6,Master_Release_7,Master_Release_8,Master_Release_9,Master_Release_10,Master_Release_11,Master_Release_12,Master_Release_13,Master_Release_14,Master_Release_15,Master_Release_16,Master_Release_17,Master_Release_18,Master_Release_19,Master_Release_20,Master_Release_21,Master_Release_22,Master_Release_23,Master_Release_24,Master_Release_25,Master_Release_26,Master_Release_27,Master_Release_28,Master_Release_29,Master_Release_30,Master_Release_31,Master_Release_32,Master_Release_33,Master_Release_34,Master_Release_35,Master_Release_36,Master_Release_37,Master_Release_38,Master_Release_39,Master_Release_40,Master_Release_41,Master_Release_42,Master_Release_43,Master_Release_44,Master_Release_45,Master_Release_46,Master_Release_47,Master_Release_48,Master_Release_49,Master_Release_50,Master_Release_51,Master_Release_52,Master_Release_53,Master_Release_54,Master_Release_55,Master_Release_56,Master_Release_57,Master_Release_58,Master_Release_59,Master_Release_60,Master_Release_61,Master_Release_62,Master_Release_63,Master_Release_64,Master_Release_65,Master_Release_66,Master_Release_67,Master_Release_68,Master_Release_69,Master_Release_70,Master_Release_71,Master_Release_72,Master_Release_73,Master_Release_74,Master_Release_75,Master_Release_76,Master_Release_77,Master_Release_78,Master_Release_79,Master_Release_80,Master_Release_81,Master_Release_82,Master_Release_83,Master_Release_84,Master_Release_85,Master_Release_86,Master_Release_87,Master_Release_88,Master_Release_89,Master_Release_90,Master_Release_91,Master_Release_92,Master_Release_93,Master_Release_94,Master_Release_95,Master_Release_96,Master_Release_97,Master_Release_98,Master_Release_99,Master_Release_100,Master_Release_101,Master_Release_102,Master_Release_103,Master_Release_104,Master_Release_105,Master_Release_106,Master_Release_107,Master_Release_108,Master_Release_109,Master_Release_110,Master_Release_111,Master_Release_112,Master_Release_113,Master_Release_114,Master_Release_115,Master_Release_116,Master_Release_117,Master_Release_118,Master_Release_119,Master_Release_120,Master_Release_121,Master_Release_122,Master_Release_123,Master_Release_124,Master_Release_125,Master_Release_126,Master_Release_127,Master_Release_128,Master_Release_129,Master_Release_130,Master_Release_131,Master_Release_132,Master_Release_133,Master_Release_134,Master_Release_135,Master_Release_136,Master_Release_137,Master_Release_138,Master_Release_139,Master_Release_140,Master_Release_141,Master_Release_142,Master_Release_143,Master_Release_144,Master_Release_145,Master_Release_146,Master_Release_147,Master_Release_148,Master_Release_149,Master_Release_150,Master_Release_151,Master_Release_152,Master_Release_153,Master_Release_154,Master_Release_155,Master_Release_156,Master_Release_157,Master_Release_158,Master_Release_159,Master_Release_160,Master_Release_161,Master_Release_162,Master_Release_163,Master_Release_164,Master_Release_165,Master_Release_166,Master_Release_167,Master_Release_168,Master_Release_169,Master_Release_170,Master_Release_171,Master_Release_172,Master_Release_173,Master_Release_174,Master_Release_175,Master_Release_176,Master_Release_177,Master_Release_178,Master_Release_179,Master_Release_180,Master_Release_181,Master_Release_182,Master_Release_183,Master_Release_184,Master_Release_185,Master_Release_186,Master_Release_187,Master_Release_188,Master_Release_189,Master_Release_190,Master_Release_191,Master_Release_192,Master_Release_193,Master_Release_194,Master_Release_195,Master_Release_196,Master_Release_197,Master_Release_198,Master_Release_199,Master_Release_200,Master_Release_201,Master_Release_202,Master_Release_203,Master_Release_204,Master_Release_205,Master_Release_206,Master_Release_207,Master_Release_208,Master_Release_209,Master_Release_210,Master_Release_211,Master_Release_212,Master_Release_213,Master_Release_214,Master_Release_215,Master_Release_216,Master_Release_217,Master_Release_218,Master_Release_219,Master_Release_220,Master_Release_221,Master_Release_222,Master_Release_223,Master_Release_224,Master_Release_225,Master_Release_226,Master_Release_227,Master_Release_228,Master_Release_229,Master_Release_230,Master_Release_231,Master_Release_232,Master_Release_233,Master_Release_234,Master_Release_235,Master_Release_236,Master_Release_237,Master_Release_238,Master_Release_239,Master_Release_240,Master_Release_241,Master_Release_242,Master_Release_243,Master_Release_244,Master_Release_245,Master_Release_246,Master_Release_247,Master_Release_248,Master_Release_249,Master_Release_250,Master_Release_251,Master_Release_252,Master_Release_253,Master_Release_254,Master_Release_255,Master_Release_256,Master_Release_257,Master_Release_258,Master_Release_259,Master_Release_260,Master_Release_261,Master_Release_262,Master_Release_263,Master_Release_264,Master_Release_265,Master_Release_266,Master_Release_267,Master_Release_268,Master_Release_269,Master_Release_270,Master_Release_271,Master_Release_272,Master_Release_273,Master_Release_274,Master_Release_275,Master_Release_276,Master_Release_277,Master_Release_278,Master_Release_279,Master_Release_280,Master_Release_281,Master_Release_282,Master_Release_283,Master_Release_284,Master_Release_285,Master_Release_286,Master_Release_287,Master_Release_288,Master_Release_289,Master_Release_290,Master_Release_291,Master_Release_292,Master_Release_293,Master_Release_294,Master_Release_295,International_festival_theatrical_gap,International_theatrical_digital_gap,local_poster_path,color_palette_rgb,face_count_retinaface
tt10944596,6 (Non-Theatrical (TMDb Only)) | 2 (Perfect Match) | 2 (TMDb Theatrical missing from BOM) | 2 (BOM Release missing from TMDb),2021-05-07,2021-05-07,2021-05-07,2022-03-18,2021-05-07,2022-03-18,Here Today,,,,,,,2021-08-02,2022-01-17,,,2021-08-02,2022-01-17,,,,,,,movie,Here Today,0,2021.0,,117.0,"Comedy,Drama,Music",6.7,6478.0,False,https://www.imdb.com/title/tt10944596/releaseinfo,Match,1.0,2021.0,no,0.0,"$2,807,494","$2,871,327",Stage 6 Films,"$1,042,171","$63,833",10,10,False,False,4,0.0,315.0,False,,5.0,2021-05-07,2021-05-07,False,False,,,0.0,"Theatrical | Domestic | 2021-05-07 | $1,042,171 | $2,807,494",Theatrical | Netherlands | 2021-05-07 | No BOM Data | No BOM Data,Theatrical | Romania | 2021-05-07 | No BOM Data | No BOM Data,Digital | Russia/CIS | 2021-08-02 | No BOM Data | No BOM Data,VOD | Brazil | 2021-08-11 | No BOM Data | No BOM Data,Digital | Ireland | 2021-09-03 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2021-09-03 | $39,602 | $39,602","Theatrical | South Africa | 2021-11-05 | $7,039 | $13,591",Digital | France | 2021-12-07 | No BOM Data | No BOM Data,Digital | South Korea | 2022-01-01 | No BOM Data | No BOM Data,Digital | Germany | 2022-01-17 | No BOM Data | No BOM Data,"Theatrical | Spain | 2022-03-18 | – | $10,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,sampled_posters/tt10944596.jpg,"[array([16, 21, 23]), array([63, 62, 51]), array([126, 106,  91]), array([208, 177, 157]), array([245, 214,  27])]",2
tt20024428,7 (Non-Theatrical (TMDb Only)) | 3 (BOM Release missing from TMDb) | 1 (TMDb Theatrical missing from BOM),,,2023-10-12,2023-12-21,2023-10-12,2023-12-21,Dangerous Waters,,,,,,,2023-10-13,2024-02-16,2023-10-13,2023-10-13,2023-10-13,2024-02-16,,,,,,,movie,Dangerous Waters,0,2023.0,,101.0,Thriller,5.3,2906.0,False,https://www.imdb.com/title/tt20024428/releaseinfo,Match,1.0,2023.0,no,0.0,,"$332,695",,,"$332,695",8,7,False,False,3,,70.0,False,,10.0,2023-10-13,2023-10-13,False,True,,,,"Theatrical | Russia/CIS | 2023-10-12 | $146,371 | $309,497",Digital | Domestic | 2023-10-13 | No BOM Data | No BOM Data,Theatrical (Ltd) | Domestic | 2023-10-13 | No BOM Data | No BOM Data,"Theatrical | Türkiye | 2023-10-13 | $3,531 | $5,917",Digital | United Kingdom | 2023-10-13 | No BOM Data | No BOM Data,"Theatrical | Lithuania | 2023-11-03 | $8,608 | $17,281",Theatrical | Israel | 2023-12-21 | No BOM Data | No BOM Data,Digital | Australia | 2024-02-01 | No BOM Data | No BOM Data,Digital | New Zealand | 2024-02-01 | No BOM Data | No BOM Data,Digital | Germany | 2024-02-16 | No BOM Data | No BOM Data,Digital | Spain | 2024-02-16 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,sampled_posters/tt20024428.jpg,"[array([ 4, 13, 30]), array([22, 56, 76]), array([ 46, 106, 124]), array([126, 155, 154]), array([231, 234, 233])]",3
tt33295270,2 (TMDb Theatrical missing from BOM) | 1 (Non-Theatrical (TMDb Only)) | 1 (Perfect Match) | 1 (BOM Release missing from TMDb),,,2026-01-23,2026-02-27,2026-01-23,2026-02-27,The Great Warsaw Race,2025-09-23,2025-09-23,,,2025-09-23,2025-09-23,,,,,,,,,,,,,movie,Wielka Warszawska,0,2025.0,,,Drama,6.6,22.0,False,https://www.imdb.com/title/tt33295270/releaseinfo,Match,1.0,2025.0,no,0.0,,"$49,165",,,"$49,165",4,3,False,False,1,,35.0,False,,9.0,,,False,True,,,,Gdynia Polish Film Festival | Poland | 2025-09-23 | No BOM Data | No BOM Data,"Theatrical | Poland | 2026-01-23 | $19,612 | $49,165",Theatrical | Ireland | 2026-02-13 | No BOM Data | No BOM Data,Theatrical | United Kingdom | 2026-02-13 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2026-02-27 | $5,054 | $5,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,sampled_posters/tt33295270.jpg,"[array([238, 220, 191]), array([103, 158, 155]), array([123,  73,  63]), array([219, 123,  89]), array([24, 27, 26])]",6
tt4528454,3 (Non-Theatrical (TMDb Only)) | 1 (Perfect Match),,,2016-10-28,2016-10-28,2016-10-28,2016-10-28,Starfish,2016-06-16,2016-06-16,,,2016-06-16,2016-06-16,2016-10-28,2020-01-06,2020-01-06,2020-01-06,2016-10-28,2016-10-28,,,,,,,movie,Starfish,0,2016.0,,95.0,"Biography,Drama",6.6,834.0,False,https://www.imdb.com/title/tt4528454/releaseinfo,Match,1.0,2016.0,no,0.0,,"$39,012",,,"$39,012",4,3,False,False,1,,0.0,False,,6.0,2020-01-06,2020-01-06,False,True,,,,Edinburgh International Film Festival | United Kingdom | 2016-06-16 | No BOM Data | No BOM Data,Digital | Ireland | 2016-10-28 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2016-10-28 | $13,033 | $39,012",Prime video | Domestic | 2020-01-06 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,0.0,sampled_posters/tt4528454.jpg,"[array([210, 159,  84]), array([238, 175,  92]), array([194, 138,  63]), array([161, 113,  48]), array([103,  49,  10])]",1
tt6281650,1 (Perfect Match),,,2016-11-24,2016-11-24,2016-11-24,2016-11-24,La cena di Natale,,,,,,,,,,,,,,,,,,,movie,La cena di Natale,0,2016.0,,95.0,Comedy,4.7,411.0,True,https://www.imdb.com/title/tt6281650/releaseinfo,Match,1.0,2016.0,no,0.0,,"$2,236,363",,,"$2,236,363",1,1,False,False,1,,0.0,False,,11.0,,,False,True,,,,"Theatrical | Italy | 2016-11-24 | $1,046,967 | $2,236,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt6281650.jpg,"[array([153, 186, 194]), array([38, 34, 40]), array([154,  82,  66]), array([224, 209, 194]), array([ 49,  96, 154])]",2
tt5333110,5 (TMDb Theatrical missing from BOM) | 4 (Non-Theatrical (TMDb Only)) | 4 (BOM Release missing from TMDb) | 2 (Perfect Match),,,2016-07-29,2017-07-07,2016-07-29,2017-07-07,United States of Love,2016-02-19,2017-01-14,2017-01-14,2017-01-14,2016-02-19,2016-07-03,,,,,,,,,,,,,movie,Zjednoczone stany milosci,0,2016.0,,106.0,Drama,6.1,1933.0,False,https://www.imdb.com/title/tt5333110/releaseinfo,Match,1.0,2016.0,no,0.0,,"$222,482",,,"$222,482",11,10,True,True,1,,343.0,False,,2.0,2017-01-14,2017-01-14,False,True,,,,Berlin International Film Festival | Germany | 2016-02-19 | No BOM Data | No BOM Data,Karlovy Vary International Film Festival | Czechia | 2016-07-03 | No BOM Data | No BOM Data,Theatrical | Poland | 2016-07-29 | No BOM Data | No BOM Data,Theatrical | Sweden | 2016-10-28 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2016-11-18 | $5,226 | $19,098",Theatrical | Denmark | 2016-12-08 | No BOM Data | No BOM Data,Theatrical | Brazil | 2016-12-29 | No BOM Data | No BOM Data,Palm Springs International Film Festival | Domestic | 2017-01-14 | No BOM Data | No BOM Data,"Theatrical | Romania | 2017-01-20 | $4,238 | $5,500",CANAL+ | Poland | 2017-02-19 | No BOM Data | No BOM Data,Theatrical | France | 2017-04-05 | No BOM Data | No BOM Data,"Theatrical | Greece | 2017-04-20 | $9,692 | $18,707","Theatrical | Italy | 2017-04-27 | $52,297 | $52,297","Theatrical | Portugal | 2017-05-25 | $1,549 | $2,999","Theatrical | Spain | 2017-07-07 | $46,491 | $123,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,sampled_posters/tt5333110.jpg,"[array([158, 169, 188]), array([126, 143, 165]), array([206, 198, 208]), array([244, 244, 247]), array([ 85,  95, 112])]",1
tt7385530,1 (TMDb Theatrical missing from BOM) | 1 (BOM Release missing from TMDb),,,2017-08-24,2018-04-27,2017-08-24,2018-04-27,Wonderlus,,,,,,,,,,,,,,,,,,,movie,Wonderlus,0,2017.0,,116.0,"Comedy,Drama,Romance",6.6,158.0,False,https://www.imdb.com/title/tt7385530/releaseinfo,Match,1.0,2017.0,no,0.0,,"$83,164",,,"$83,164",1,1,False,False,1,,246.0,False,,8.0,,,False,True,,,,Theatrical | South Africa | 2017-08-24 | No BOM Data | No BOM Data,"Theatrical | South Africa | 2018-04-27 | $35,894 | $83,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt7385530.jpg,"[array([185,  38,  38]), array([ 75, 129, 130]), array([111, 165, 167]), array([32, 86, 88]), array([216, 138, 137])]",0
tt5929754,15 (Non-Theatrical (TMDb Only)) | 7 (Perfect Match) | 7 (BOM Release missing from TMDb) | 5 (TMDb Theatrical missing from BOM),2018-10-19,2018-10-19,2018-09-23,2020-04-23,2018-09-23,2020-04-23,Wildlife,2018-01-20,2018-08-03,2018-01-20,2018-01-20,2018-05-09,2018-08-03,2018-09-19,2019-07-05,,,2018-09-19,2019-07-05,2019-03-18,2019-04-23,,,2019-03-18,2019-04-23,movie,Wildlife,0,2018.0,,105.0,Drama,6.8,33198.0,False,https://www.imdb.com/title/tt5929754/releaseinfo,Match,1.0,2018.0,no,0.0,"$1,050,616","$3,321,367",IFC Films,"$104,589","$2,270,751",27,21,True,True,1,-26.0,578.0,True,4.0,1.0,2018-01-20,2018-10-19,False,False,272.0,,26.0,Sundance Film Festival | Domestic | 2018-01-20 | No BOM Data | No BOM Data,Cannes Film Festival | France | 2018-05-09 | No BOM Data | No BOM Data,Melbourne International Film Festival | Australia | 2018-08-03 | No BOM Data | No BOM Data,Digital | Hungary | 2018-09-19 | No BOM Data | No BOM Data,Theatrical (Ltd) | Denmark | 2018-09-23 | No BOM Data | No BOM Data,Theatrical | Hong Kong | 2018-09-23 | No BOM Data | No BOM Data,Digital | Switzerland | 2018-09-28 | No BOM Data | No BOM Data,"Theatrical | Russia/CIS | 2018-10-18 | $52,939 | $134,824","Theatrical | Domestic | 2018-10-19 | $104,589 | $1,050,616",Theatrical (Ltd) | Domestic | 2018-10-19 | No BOM Data | No BOM Data,"Theatrical | Australia | 2018-11-01 | $10,606 | $58,848",Theatrical | Ireland | 2018-11-09 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2018-11-09 | $65,786 | $361,765","Theatrical | Thailand | 2018-11-15 | – | $5,073",Digital | Poland | 2018-12-07 | No BOM Data | No BOM Data,"Theatrical | France | 2018-12-19 | – | $935,764","Theatrical | Croatia | 2018-12-20 | $2,955 | $11,459","Theatrical | Netherlands | 2018-12-20 | – | $242,315","Theatrical | Israel | 2019-01-03 | $29,012 | $64,892",Theatrical | Sweden | 2019-01-04 | No BOM Data | No BOM Data,"Theatrical | Türkiye | 2019-01-04 | $18,155 | $37,103","Theatrical | South Africa | 2019-01-11 | – | $4,908",Theatrical | Türkiye | 2019-02-08 | No BOM Data | No BOM Data,Digital | Brazil | 2019-02-27 | No BOM Data | No BOM Data,Digital | United Kingdom | 2019-03-18 | No BOM Data | No BOM Data,Physical | United Kingdom | 2019-03-18 | No BOM Data | No BOM Data,Digital | Austria | 2019-04-12 | No BOM Data | No BOM Data,"Theatrical | Austria | 2019-04-12 | – | $20,461",DVD | Netherlands | 2019-04-23 | No BOM Data | No BOM Data,Digital | Germany | 2019-07-05 | No BOM Data | No BOM Data,Digital | Japan | 2019-07-05 | No BOM Data | No BOM Data,"Theatrical | Japan | 2019-07-06 | $22,330 | $130,459","Theatrical | South Korea | 2019-12-25 | $24,502 | $85,027",Theatrical | Spain | 2020-04-23 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,-4.0,sampled_posters/tt5929754.jpg,"[array([171, 130, 106]), array([ 43, 108, 117]), array([116,  95,  79]), array([194, 178, 162]), array([31, 40, 38])]",2
tt10094388,1 (Non-Theatrical (TMDb Only)) | 1 (TMDb Theatrical missing from BOM) | 1 (BOM Release missing from TMDb),2024-01-12,2024-03-29,2024-01-12,2024-03-29,,,The Windigo,,,,,,,2024-01-09,2024-01-09,2024-01-09,2024-01-09,,,,,,,,,movie,The Windigo,0,2024.0,,85.0,"Horror,Thriller",4.6,751.0,False,https://www.imdb.com/title/tt10094388/releaseinfo,Match,1.0,2024.0,no,0.0,"$11,737","$11,737",Indican Pictures,"$5,620",,2,1,False,False,1,,77.0,True,3.0,1.0,2024-01-09,2024-03-29,True,False,,-3.0,,Digital | Domestic | 2024-01-09 | No BOM Data | No BOM Data,Theatrical | Domestic | 2024-01-12 | No BOM Data | No BOM Data,"Theatrical | Domestic | 2024-03-29 | $5,620 | $11,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt10094388.jpg,"[array([245, 245, 247]), array([226, 226, 229]), array([195, 194, 196]), array([151, 146, 148]), array([82, 72, 73])]",0
tt34333574,3 (Non-Theatrical (TMDb Only)) | 2 (TMDb Theatrical missing from BOM) | 1 (BOM Release missing from TMDb),,,2025-01-23,2025-05-08,2025-01-23,2025-05-08,Ciao bambino,2024-10-16,2025-06-07,,,2024-10-16,2025-06-07,,,,,,,,,,,,,movie,Ciao bambino,0,2024.0,,100.0,"Drama,Romance",6.7,136.0,True,https://www.imdb.com/title/tt34333574/releaseinfo,Match,1.0,2024.0,no,0.0,,"$4,752",,,"$4,752",5,4,False,False,2,,105.0,False,,10.0,,,False,True,,,,Festa del Cinema di Roma | Italy | 2024-10-16 | No BOM Data | No BOM Data,Tallinn Black Nights Film Festival | Estonia | 2024-11-15 | No BOM Data | No BOM Data,Theatrical | Italy | 2025-01-23 | No BOM Data | No BOM Data,Theatrical | Brazil | 2025-05-08 | No BOM Data | No BOM Data,"Theatrical | New Zealand | 2025-05-08 | $435 | $4,752",Sydney Film Festival | Australia | 2025-06-07 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,sampled_posters/tt34333574.jpg,"[array([245, 244, 245]), array([118, 114, 112]), array([223,  39,  90]), array([202, 188, 191]), array([59, 55, 53])]",5
tt31322960,3 (Non-Theatrical (TMDb Only)) | 1 (Perfect Match),,,2024-09-05,2024-09-05,2024-09-05,2024-09-05,Battlefield,2024-08-31,2025-09-26,,,2024-08-31,2025-09-26,,,,,,,,,,,,,movie,Campo di battaglia,0,2024.0,,104.0,"Drama,History,War",6.1,793.0,False,https://www.imdb.com/title/tt31322960/releaseinfo,Match,1.0,2024.0,no,0.0,,"$1,276,232",,,"$1,276,232",4,3,True,True,1,,0.0,False,,8.0,,,False,True,,,,Venice Film Festival | Italy | 2024-08-31 | No BOM Data | No BOM Data,"Theatrical | Italy | 2024-09-05 | $458,246 | $1,276,232",2025 Venice in Seoul | South Korea | 2025-02-14 | No BOM Data | No BOM Data,ST. ALi Italian Film Festival | Australia | 2025-09-26 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,sampled_posters/tt31322960.jpg,"[array([154, 114,  91]), array([189, 144, 109]), array([121,  85,  77]), array([66, 43, 56]), array([234, 189, 143])]",12
