tconst,Discrepancy_Log,first_us_theatrical_date,Last_US_Theatrical_Date,first_theatrical_date_anywhere,Last_Theatrical_Date,first_intl_theatrical_date,Last_International_Theatrical_date,primaryTitle,first_festival_date,Last_Festival_Date,first_us_festival_date,Last_US_festival_date,first_intl_festival_date,Last_International_festival_date,first_digital_date_anywhere,Last_Digital_Date,first_us_digital_date,Last_US_Digital_date,first_intl_digital_date,Last_International_Digital_date,First_Physical_Release,Last_Physical_Release_Anywhere,First_US_Physical_Release,Last_US_Physical_Release,First_International_Physical_Release,Last_International_Physical_Release,titleType,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,has_festival_aka,releaseinfo_url,match_flag,match_score,release_year_01,year_mismatch,year_diff,domestic,worldwide,distributor,opening,international,n_release_events,n_countries,has_major_festival,big_three_premiere,market_velocity_90d,gap_us_to_nonus_days,theatrical_span_days,digital_before_theatrical,digital_to_theatrical_span,release_month,first_us_release_date_any_type,last_us_release_date_any_type,US_release_only,International_release_only,US_festival_theatrical_gap,US_theatrical_digital_gap,International_theatrical_US_gap,Master_Release_1,Master_Release_2,Master_Release_3,Master_Release_4,Master_Release_5,Master_Release_6,Master_Release_7,Master_Release_8,Master_Release_9,Master_Release_10,Master_Release_11,Master_Release_12,Master_Release_13,Master_Release_14,Master_Release_15,Master_Release_16,Master_Release_17,Master_Release_18,Master_Release_19,Master_Release_20,Master_Release_21,Master_Release_22,Master_Release_23,Master_Release_24,Master_Release_25,Master_Release_26,Master_Release_27,Master_Release_28,Master_Release_29,Master_Release_30,Master_Release_31,Master_Release_32,Master_Release_33,Master_Release_34,Master_Release_35,Master_Release_36,Master_Release_37,Master_Release_38,Master_Release_39,Master_Release_40,Master_Release_41,Master_Release_42,Master_Release_43,Master_Release_44,Master_Release_45,Master_Release_46,Master_Release_47,Master_Release_48,Master_Release_49,Master_Release_50,Master_Release_51,Master_Release_52,Master_Release_53,Master_Release_54,Master_Release_55,Master_Release_56,Master_Release_57,Master_Release_58,Master_Release_59,Master_Release_60,Master_Release_61,Master_Release_62,Master_Release_63,Master_Release_64,Master_Release_65,Master_Release_66,Master_Release_67,Master_Release_68,Master_Release_69,Master_Release_70,Master_Release_71,Master_Release_72,Master_Release_73,Master_Release_74,Master_Release_75,Master_Release_76,Master_Release_77,Master_Release_78,Master_Release_79,Master_Release_80,Master_Release_81,Master_Release_82,Master_Release_83,Master_Release_84,Master_Release_85,Master_Release_86,Master_Release_87,Master_Release_88,Master_Release_89,Master_Release_90,Master_Release_91,Master_Release_92,Master_Release_93,Master_Release_94,Master_Release_95,Master_Release_96,Master_Release_97,Master_Release_98,Master_Release_99,Master_Release_100,Master_Release_101,Master_Release_102,Master_Release_103,Master_Release_104,Master_Release_105,Master_Release_106,Master_Release_107,Master_Release_108,Master_Release_109,Master_Release_110,Master_Release_111,Master_Release_112,Master_Release_113,Master_Release_114,Master_Release_115,Master_Release_116,Master_Release_117,Master_Release_118,Master_Release_119,Master_Release_120,Master_Release_121,Master_Release_122,Master_Release_123,Master_Release_124,Master_Release_125,Master_Release_126,Master_Release_127,Master_Release_128,Master_Release_129,Master_Release_130,Master_Release_131,Master_Release_132,Master_Release_133,Master_Release_134,Master_Release_135,Master_Release_136,Master_Release_137,Master_Release_138,Master_Release_139,Master_Release_140,Master_Release_141,Master_Release_142,Master_Release_143,Master_Release_144,Master_Release_145,Master_Release_146,Master_Release_147,Master_Release_148,Master_Release_149,Master_Release_150,Master_Release_151,Master_Release_152,Master_Release_153,Master_Release_154,Master_Release_155,Master_Release_156,Master_Release_157,Master_Release_158,Master_Release_159,Master_Release_160,Master_Release_161,Master_Release_162,Master_Release_163,Master_Release_164,Master_Release_165,Master_Release_166,Master_Release_167,Master_Release_168,Master_Release_169,Master_Release_170,Master_Release_171,Master_Release_172,Master_Release_173,Master_Release_174,Master_Release_175,Master_Release_176,Master_Release_177,Master_Release_178,Master_Release_179,Master_Release_180,Master_Release_181,Master_Release_182,Master_Release_183,Master_Release_184,Master_Release_185,Master_Release_186,Master_Release_187,Master_Release_188,Master_Release_189,Master_Release_190,Master_Release_191,Master_Release_192,Master_Release_193,Master_Release_194,Master_Release_195,Master_Release_196,Master_Release_197,Master_Release_198,Master_Release_199,Master_Release_200,Master_Release_201,Master_Release_202,Master_Release_203,Master_Release_204,Master_Release_205,Master_Release_206,Master_Release_207,Master_Release_208,Master_Release_209,Master_Release_210,Master_Release_211,Master_Release_212,Master_Release_213,Master_Release_214,Master_Release_215,Master_Release_216,Master_Release_217,Master_Release_218,Master_Release_219,Master_Release_220,Master_Release_221,Master_Release_222,Master_Release_223,Master_Release_224,Master_Release_225,Master_Release_226,Master_Release_227,Master_Release_228,Master_Release_229,Master_Release_230,Master_Release_231,Master_Release_232,Master_Release_233,Master_Release_234,Master_Release_235,Master_Release_236,Master_Release_237,Master_Release_238,Master_Release_239,Master_Release_240,Master_Release_241,Master_Release_242,Master_Release_243,Master_Release_244,Master_Release_245,Master_Release_246,Master_Release_247,Master_Release_248,Master_Release_249,Master_Release_250,Master_Release_251,Master_Release_252,Master_Release_253,Master_Release_254,Master_Release_255,Master_Release_256,Master_Release_257,Master_Release_258,Master_Release_259,Master_Release_260,Master_Release_261,Master_Release_262,Master_Release_263,Master_Release_264,Master_Release_265,Master_Release_266,Master_Release_267,Master_Release_268,Master_Release_269,Master_Release_270,Master_Release_271,Master_Release_272,Master_Release_273,Master_Release_274,Master_Release_275,Master_Release_276,Master_Release_277,Master_Release_278,Master_Release_279,Master_Release_280,Master_Release_281,Master_Release_282,Master_Release_283,Master_Release_284,Master_Release_285,Master_Release_286,Master_Release_287,Master_Release_288,Master_Release_289,Master_Release_290,Master_Release_291,Master_Release_292,Master_Release_293,Master_Release_294,Master_Release_295,International_festival_theatrical_gap,International_theatrical_digital_gap,local_poster_path,color_palette_rgb,face_count_retinaface
tt5294522,11 (Non-Theatrical (TMDb Only)) | 4 (BOM Release missing from TMDb) | 3 (TMDb Theatrical missing from BOM) | 3 (Perfect Match) | 1 (Unknown),,,2020-11-17,2021-09-16,2020-11-17,2021-09-16,Dreamland,2019-04-13,2020-03-05,2019-04-28,2019-04-28,2019-04-13,2020-03-05,2020-05-04,2021-08-02,2020-11-17,2020-11-17,2020-05-04,2021-08-02,,,,,,,movie,Dreamland,0,2019.0,,98.0,"Drama,Thriller,Western",5.9,9200.0,False,https://www.imdb.com/title/tt5294522/releaseinfo,Match,1.0,2019.0,no,0.0,,"$320,814",Vertical Entertainment,,"$320,814",17,15,True,False,2,,303.0,True,197.0,4.0,2019-04-28,2020-11-17,False,True,,,,Brussels International Fantastic Film Festival | Belgium | 2019-04-13 | No BOM Data | No BOM Data,Tribeca Film Festival | Domestic | 2019-04-28 | No BOM Data | No BOM Data,Torino Film Festival | Italy | 2019-11-27 | No BOM Data | No BOM Data,Luxembourg City Film Festival | Luxembourg | 2020-03-05 | No BOM Data | No BOM Data,Digital | France | 2020-05-04 | No BOM Data | No BOM Data,Theatrical (Ltd) | Domestic | 2020-11-13 | No BOM Data | No BOM Data,Digital | Domestic | 2020-11-17 | No BOM Data | No BOM Data,Theatrical | Ireland | 2020-11-17 | No BOM Data | No BOM Data,Theatrical | Netherlands | 2020-11-17 | No BOM Data | No BOM Data,"Theatrical | United Arab Emirates | 2020-11-19 | $11,896 | $17,023","Theatrical | Russia/CIS | 2020-11-26 | $26,617 | $51,621","Theatrical | Ukraine | 2020-11-26 | $6,978 | $25,581","Theatrical | United Kingdom | 2020-12-11 | $29,521 | $29,521","Theatrical | New Zealand | 2020-12-17 | $3,736 | $11,854","Theatrical | South Africa | 2021-01-01 | $2,118 | $10,864",Digital | Japan | 2021-04-09 | No BOM Data | No BOM Data,Amazon Prime Video | Brazil | 2021-04-29 | No BOM Data | No BOM Data,Digital | Germany | 2021-05-09 | No BOM Data | No BOM Data,Amazon Prime Video | Spain | 2021-08-02 | No BOM Data | No BOM Data,Theatrical | Türkiye | 2021-08-27 | No BOM Data | No BOM Data,"Theatrical | Portugal | 2021-09-16 | $5,111 | $8,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,-197.0,sampled_posters/tt5294522.jpg,"[array([34, 21, 17]), array([79, 57, 50]), array([132, 101,  80]), array([192, 151, 114]), array([247, 224, 175])]",2
tt20421722,2 (TMDb Theatrical missing from BOM) | 1 (Unknown) | 1 (BOM Release missing from TMDb),2022-05-20,2022-05-20,2022-05-20,2022-06-11,2022-05-20,2022-06-11,Paap Punyo,,,,,,,,,,,,,,,,,,,movie,Paap Punyo,0,2022.0,,125.0,"Drama,Family,Thriller",7.0,477.0,False,https://www.imdb.com/title/tt20421722/releaseinfo,Match,0.84,2022.0,no,0.0,"$26,037","$29,828",Swapna Scarecrow,"$13,556","$3,791",2,2,False,False,2,0.0,22.0,False,,5.0,,2022-05-20,False,False,,,0.0,Theatrical | Bangladesh | 2022-05-20 | No BOM Data | No BOM Data,"Theatrical | Domestic | 2022-05-20 | $13,556 | $26,037",Theatrical | Australia | 2022-06-11 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt20421722.jpg,"[array([28, 20, 28]), array([65, 65, 67]), array([100, 105, 102]), array([137, 144, 141]), array([245, 245, 245])]",0
tt1691152,7 (TMDb Theatrical missing from BOM) | 6 (Non-Theatrical (TMDb Only)) | 5 (BOM Release missing from TMDb) | 3 (Perfect Match),2017-03-31,2017-03-31,2017-02-15,2017-11-23,2017-02-15,2017-11-23,David Lynch: The Art Life,2016-09-04,2016-09-25,,,2016-09-04,2016-09-25,2017-07-14,2018-01-27,,,2017-07-14,2018-01-27,,,,,,,movie,David Lynch: The Art Life,0,2016.0,,88.0,"Biography,Documentary",7.2,7622.0,True,https://www.imdb.com/title/tt1691152/releaseinfo,Match,1.0,2016.0,no,0.0,"$171,419","$311,152",Janus Films,"$10,823","$139,733",16,13,True,True,3,-44.0,281.0,False,,9.0,2016-11-13,2017-03-31,False,False,208.0,,44.0,Venice Film Festival | Italy | 2016-09-04 | No BOM Data | No BOM Data,American Film Festival | Russia/CIS | 2016-09-25 | No BOM Data | No BOM Data,DOC NYC | Domestic | 2016-11-13 | No BOM Data | No BOM Data,Theatrical | France | 2017-02-15 | No BOM Data | No BOM Data,Theatrical | Italy | 2017-02-20 | No BOM Data | No BOM Data,"Theatrical | Türkiye | 2017-03-24 | – | $5,219","Theatrical | Domestic | 2017-03-31 | $10,823 | $171,419",Theatrical (Ltd) | Domestic | 2017-03-31 | No BOM Data | No BOM Data,"Theatrical | Spain | 2017-03-31 | $9,529 | $21,927","Theatrical | Argentina | 2017-04-06 | – | $15,289","Theatrical | Russia/CIS | 2017-04-13 | $16,832 | $53,658",Theatrical | Denmark | 2017-04-20 | No BOM Data | No BOM Data,Theatrical | Ukraine | 2017-04-20 | No BOM Data | No BOM Data,"Theatrical | New Zealand | 2017-06-01 | – | $2,396","Theatrical | Portugal | 2017-06-01 | $733 | $11,084",Digital | Ireland | 2017-07-14 | No BOM Data | No BOM Data,"Theatrical | United Kingdom | 2017-07-14 | $30,160 | $30,160",Theatrical | Brazil | 2017-08-31 | No BOM Data | No BOM Data,Theatrical | Germany | 2017-08-31 | No BOM Data | No BOM Data,Theatrical | Netherlands | 2017-11-23 | No BOM Data | No BOM Data,Digital | Japan | 2018-01-27 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,149.0,sampled_posters/tt1691152.jpg,"[array([ 97, 108,  91]), array([33, 70, 69]), array([ 9, 21, 26]), array([218, 213, 192]), array([160, 163, 138])]",1
tt8574252,4 (TMDb Theatrical missing from BOM) | 3 (Non-Theatrical (TMDb Only)),,,2018-06-27,2018-07-27,2018-06-27,2018-07-27,The Witch: Part 1 - The Subversion,2019-02-23,2019-02-23,,,2019-02-23,2019-02-23,2018-11-03,2018-11-03,,,2018-11-03,2018-11-03,2019-07-02,2019-07-02,,,2019-07-02,2019-07-02,movie,Manyeo,0,2018.0,,125.0,"Action,Mystery,Sci-Fi",7.2,21896.0,True,https://www.imdb.com/title/tt8574252/releaseinfo,Match,0.96,2018.0,no,0.0,,"$24,343,708",,,"$24,343,708",7,7,False,False,4,,30.0,False,,6.0,,,False,True,,,,Theatrical | Canada | 2018-06-27 | N/A | N/A,Theatrical | Mexico | 2018-06-27 | N/A | N/A,"Theatrical | South Korea | 2018-06-27 | $5,974,327 | $24,340,302",Theatrical | Viet Nam | 2018-07-27 | N/A | N/A,Digital | Japan | 2018-11-03 | N/A | N/A,Fantasporto - 39.º Festival Internacional de Cinema do Porto | Portugal | 2019-02-23 | N/A | N/A,Physical | Germany | 2019-07-02 | N/A | N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-241.0,129.0,sampled_posters/tt8574252.jpg,"[array([13, 12, 11]), array([52, 42, 32]), array([105,  74,  54]), array([158, 132,  96]), array([192, 213, 199])]",4
tt8418652,1 (Perfect Match) | 1 (BOM Release missing from TMDb),,,2018-12-27,2020-08-13,2018-12-27,2020-08-13,The King's Musketeers,,,,,,,,,,,,,,,,,,,movie,Moschettieri del re - La penultima missione,0,2018.0,,109.0,"Adventure,Comedy",5.6,1251.0,False,https://www.imdb.com/title/tt8418652/releaseinfo,Match,1.0,2018.0,no,0.0,,"$5,728,960",,,"$5,728,960",1,1,False,False,1,,595.0,False,,12.0,,,False,True,,,,"Theatrical | Italy | 2018-12-27 | $1,925,927 | $5,726,553","Theatrical | New Zealand | 2020-08-13 | – | $2,407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt8418652.jpg,"[array([36, 17,  6]), array([180,  91,  18]), array([216, 137,  47]), array([103,  57,  23]), array([242, 214, 163])]",4
tt20215670,6 (Non-Theatrical (TMDb Only)) | 1 (Perfect Match) | 1 (TMDb Theatrical missing from BOM) | 1 (BOM Release missing from TMDb),,,2023-04-28,2023-11-09,2023-04-28,2023-11-09,Fatum,2023-10-05,2023-10-05,,,2023-10-05,2023-10-05,2023-07-22,2023-08-24,,,2023-07-22,2023-08-24,2023-08-24,2023-08-24,,,2023-08-24,2023-08-24,movie,Fatum,0,2023.0,,91.0,"Action,Adventure,Crime",5.8,1735.0,False,https://www.imdb.com/title/tt20215670/releaseinfo,Match,1.0,2023.0,no,0.0,,"$1,036,268",,,"$1,036,268",8,6,False,False,1,,195.0,False,,4.0,,,False,True,,,,Theatrical (Ltd) | Spain | 2023-04-12 | No BOM Data | No BOM Data,"Theatrical | Spain | 2023-04-28 | $348,914 | $1,021,093",MyCanal | France | 2023-07-22 | No BOM Data | No BOM Data,Digital | Germany | 2023-08-24 | No BOM Data | No BOM Data,Physical | Germany | 2023-08-24 | No BOM Data | No BOM Data,"Theatrical | Taiwan, Province of China | 2023-08-25 | No BOM Data | No BOM Data",Busan International Film Festival | South Korea | 2023-10-05 | No BOM Data | No BOM Data,"Theatrical | Russia/CIS | 2023-11-09 | $7,299 | $15,175",Каскад | Russia/CIS | 2023-11-09 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,118.0,sampled_posters/tt20215670.jpg,"[array([ 6, 17, 23]), array([50, 49, 51]), array([96, 81, 76]), array([164, 141, 125]), array([214, 204, 194])]",2
tt29701225,1 (Non-Theatrical (TMDb Only)) | 1 (BOM Release missing from TMDb),,,2024-01-05,2024-01-05,2024-01-05,2024-01-05,Demon: Azab-ül Kem,,,,,,,,,,,,,,,,,,,movie,Demon: Azab-ül Kem,0,2024.0,,,Horror,5.9,52.0,False,https://www.imdb.com/title/tt29701225/releaseinfo,Match,1.0,2024.0,no,0.0,,"$125,438",,,"$125,438",1,1,False,False,1,,0.0,False,,1.0,,,False,True,,,,Onlar Cehennemi Yeryüzünde Yaşadılar | Türkiye | 2024-01-05 | No BOM Data | No BOM Data,"Theatrical | Türkiye | 2024-01-05 | $53,723 | $125,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sampled_posters/tt29701225.jpg,"[array([22, 20, 18]), array([68, 48, 39]), array([124, 101,  82]), array([205, 188, 168]), array([184,  12,  11])]",0
tt31828378,4 (Non-Theatrical (TMDb Only)) | 3 (TMDb Theatrical missing from BOM) | 1 (BOM Release missing from TMDb),,,2024-11-25,2025-04-24,2024-11-25,2025-04-24,The Twisters,,,,,,,2024-11-25,2024-11-25,,,2024-11-25,2024-11-25,2024-12-04,2024-12-04,,,2024-12-04,2024-12-04,movie,The Twisters,0,2024.0,,86.0,"Action,Adventure,Drama",2.5,550.0,False,https://www.imdb.com/title/tt31828378/releaseinfo,Match,1.0,2024.0,no,0.0,,"$39,994",,,"$39,994",7,7,False,False,1,,150.0,False,,6.0,2024-06-28,2024-06-28,False,True,,,,Theatrical (Ltd) | Domestic | 2024-06-28 | No BOM Data | No BOM Data,Theatrical | Spain | 2024-11-25 | No BOM Data | No BOM Data,Digital | United Kingdom | 2024-11-25 | No BOM Data | No BOM Data,Physical | Australia | 2024-12-04 | No BOM Data | No BOM Data,"Theatrical | Colombia | 2025-04-17 | $32,239 | $39,994",Theatrical | Peru | 2025-04-17 | No BOM Data | No BOM Data,Theatrical | Guatemala | 2025-04-24 | No BOM Data | No BOM Data,2025-MF00759 | South Korea | 2025-05-01 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,sampled_posters/tt31828378.jpg,"[array([20, 35, 38]), array([62, 77, 71]), array([ 81, 134, 131]), array([153, 176, 167]), array([237, 236, 229])]",0
tt10740926,7 (Non-Theatrical (TMDb Only)) | 2 (TMDb Theatrical missing from BOM) | 2 (BOM Release missing from TMDb) | 1 (Perfect Match),2024-08-02,2024-08-16,2024-08-02,2024-09-26,2024-08-02,2024-09-26,Rob Peace,2024-01-22,2024-06-08,2024-01-22,2024-04-27,2024-06-08,2024-06-08,2024-11-04,2025-03-05,,,2024-11-04,2025-03-05,,,,,,,movie,Rob Peace,0,2024.0,,120.0,"Biography,Drama",6.6,2646.0,False,https://www.imdb.com/title/tt10740926/releaseinfo,Match,1.0,2024.0,no,0.0,"$383,520","$422,329",Republic,"$256,810","$38,809",10,6,True,False,1,0.0,55.0,False,,1.0,2024-01-22,2024-08-16,False,False,193.0,,0.0,Sundance Film Festival | Domestic | 2024-01-22 | No BOM Data | No BOM Data,San Francisco International Film Festival | Domestic | 2024-04-27 | No BOM Data | No BOM Data,Sundance Film Festival: London | United Kingdom | 2024-06-08 | No BOM Data | No BOM Data,Theatrical | Domestic | 2024-08-02 | No BOM Data | No BOM Data,Theatrical | Ireland | 2024-08-02 | No BOM Data | No BOM Data,"Theatrical | Domestic | 2024-08-16 | $256,810 | $383,520","Theatrical | United Kingdom | 2024-09-06 | $38,129 | $38,129",Theatrical | Portugal | 2024-09-26 | $680 | $680,Digital | United Kingdom | 2024-11-04 | No BOM Data | No BOM Data,Digital | South Korea | 2024-11-11 | No BOM Data | No BOM Data,SkyShowtime | Poland | 2025-03-05 | No BOM Data | No BOM Data,Digital | Spain | 2025-03-05 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,94.0,sampled_posters/tt10740926.jpg,"[array([214, 205, 206]), array([66, 31, 36]), array([17,  8, 15]), array([173, 151, 150]), array([114,  89,  93])]",6
tt13153470,4 (Non-Theatrical (TMDb Only)) | 2 (TMDb Theatrical missing from BOM) | 2 (Perfect Match),,,2022-08-31,2023-01-27,2022-08-31,2023-01-27,About Joan,2022-02-15,2022-02-25,,,2022-02-15,2022-02-25,2023-01-14,2023-01-14,,,2023-01-14,2023-01-14,2023-01-03,2023-01-03,,,2023-01-03,2023-01-03,movie,À propos de Joan,0,2022.0,,101.0,"Drama,Romance",5.8,510.0,False,https://www.imdb.com/title/tt13153470/releaseinfo,Match,1.0,2022.0,no,0.0,,"$70,677",,,"$70,677",8,5,False,False,2,,149.0,False,,2.0,,,False,True,,,,Premiere | Germany | 2022-02-15 | No BOM Data | No BOM Data,Dublin International Film Festival | Ireland | 2022-02-25 | No BOM Data | No BOM Data,Theatrical | Germany | 2022-08-31 | No BOM Data | No BOM Data,Theatrical | Austria | 2022-09-02 | No BOM Data | No BOM Data,"Theatrical | France | 2022-09-14 | $62,154 | $62,154",DVD | France | 2023-01-03 | No BOM Data | No BOM Data,VOD | France | 2023-01-14 | No BOM Data | No BOM Data,"Theatrical | Spain | 2023-01-27 | $8,499 | $8,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,sampled_posters/tt13153470.jpg,"[array([79, 32, 27]), array([173,  71,  36]), array([244, 212,  99]), array([210, 119,  51]), array([ 84, 124, 181])]",1
tt26675491,3 (TMDb Theatrical missing from BOM) | 3 (BOM Release missing from TMDb) | 3 (Non-Theatrical (TMDb Only)),,,2023-07-27,2023-07-28,2023-07-27,2023-07-28,Bro,,,,,,,2023-08-25,2023-09-12,,,2023-08-25,2023-09-12,,,,,,,movie,Bro,0,2023.0,,134.0,"Comedy,Drama,Family",6.0,10942.0,False,https://www.imdb.com/title/tt26675491/releaseinfo,Match,1.0,2023.0,no,0.0,,"$268,170",,,"$268,170",6,4,False,False,4,,1.0,False,,7.0,,,False,True,,,,Theatrical | Romania | 2023-07-27 | No BOM Data | No BOM Data,"Theatrical | United Arab Emirates | 2023-07-27 | $106,759 | $116,395",Theatrical | United Kingdom | 2023-07-27 | No BOM Data | No BOM Data,Theatrical | India | 2023-07-28 | No BOM Data | No BOM Data,"Theatrical | New Zealand | 2023-07-28 | $12,165 | $13,626","Theatrical | United Kingdom | 2023-07-28 | $138,149 | $138,149",Theatrical (Ltd) | France | 2023-08-02 | No BOM Data | No BOM Data,Digital | India | 2023-08-25 | No BOM Data | No BOM Data,Netflix | France | 2023-09-12 | No BOM Data | No BOM Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,sampled_posters/tt26675491.jpg,"[array([251, 213, 130]), array([30, 14, 14]), array([112,  62,  35]), array([187, 132,  80]), array([240, 230, 194])]",4
